弹幕时间,弹幕内容
2021-03-28 23:15:31,哈哈哈哈哈
2021-03-28 23:07:03,劳动人民朴实的笑容
2021-03-28 23:07:03,12年就有两百块一天，那是很好了
2021-03-28 23:04:16,哭了
2021-03-28 23:00:22,我们家都去
2021-03-28 22:54:27,前方岳云鹏出没
2021-03-28 22:54:21,那时间一个月是真多
2021-03-28 22:52:14,我要去摘棉花
2021-03-28 22:51:29,当年我爸妈泡面都买好了
2021-03-28 22:49:13,都是自愿报名的
2021-03-28 22:48:55,我妈也去过
2021-03-28 22:46:01,现在也贵了
2021-03-28 22:44:08,河南梆子，欲绝，曲剧，河北人听一个味
2021-03-28 22:42:27,真的，劳动人民真的能吃苦！！是真的真的能吃苦
2021-03-28 22:41:10,被压迫的人神态是不一样的
2021-03-28 22:40:43,我靠我也想去我的妈
2021-03-28 22:40:31,亚冠有个队就叫塔什干棉农
2021-03-28 22:22:58,我四姨每年都去
2021-03-28 22:07:54,囊不好吃啊。。。还是饿了吧
2021-03-28 22:05:55,棉包2.300斤，壮汉都费劲。这群妇女都是顶天立地
2021-03-28 22:04:30,400？
2021-03-28 21:58:11,8年了 广场舞音乐统领还是凤凰传奇
2021-03-28 21:56:06,秦雪梅吊孝
2021-03-28 21:54:24,可爱的中国人
2021-03-28 21:47:10,劳动最光荣
2021-03-28 21:46:46,父老乡亲
2021-03-28 21:46:22,这就是咱们的父老乡亲
2021-03-28 21:45:58,勤劳的中国人民
2021-03-28 21:42:31,以前老家也有很多去摘棉花的
2021-03-28 21:42:30,有点纪录片的感觉
2021-03-28 21:41:24,就尬黑呗，西方不行了
2021-03-28 21:37:23,套马杆
2021-03-28 21:35:25,我妈也去过
2021-03-28 21:31:30,这封面就厉害了……
2021-03-28 21:30:54,现在都是机采，时代进步了
2021-03-28 21:29:57,厉害
2021-03-28 21:29:04,好像看过这个
2021-03-28 21:28:28,外媒看了也当是中国人伪造的
2021-03-28 21:25:05,我骄傲，我们河南劳动人民
2021-03-28 21:23:22,我初高中去过
2021-03-28 21:22:27,不一直是40000一天?
2021-03-28 21:22:03,感动
2021-03-28 21:21:16,劳动人民的自豪
2021-03-28 21:20:26,真的辛苦啊  好几天的大巴  能坐死人
2021-03-28 21:19:19,老一辈的很多去  辛苦钱
2021-03-28 21:17:48,套马滴汉子？
2021-03-28 21:17:15,劳动人民最光荣！
2021-03-28 21:17:00,凤凰传奇永远的神！
2021-03-28 21:16:44,这是12年啊，一天400来块真的很多了
2021-03-28 21:16:12,唱的很好啊
2021-03-28 21:15:55,劳动人民是最可爱的人啊。
2021-03-28 21:14:06,好！！！
2021-03-28 21:12:01,标上日期和事情描述好转发
2021-03-28 21:11:47,注意这是12年
2021-03-28 21:11:42,我看到了中国人的真实
2021-03-28 21:10:23,劳动人民最伟大
2021-03-28 21:07:00,泪目
2021-03-28 21:06:52,嘿嘿
2021-03-28 21:01:47,虽然很累很辛苦，但是挣的钱多，能改善生活就很好了
2021-03-28 20:54:42,有点东西啊这大叔
2021-03-28 20:47:56,我们大河南的朴实劳动人民
2021-03-28 20:43:32,吃的很差的，都是辛苦钱
2021-03-28 20:37:52,了不起的中国人
2021-03-28 20:34:54,伟大的中国人民万岁！
2021-03-28 20:19:42,想起了河南春晚
2021-03-28 20:16:00,好厉害，这个豫剧腔
2021-03-28 20:08:38,妈呀，我都想去了
2021-03-28 20:06:17,劳动万岁，劳动万岁！
2021-03-28 20:00:28,我也想去
2021-03-28 19:59:54,说全自动化的不看标题的嘛？视频里又不是现在
2021-03-28 19:53:01,瞎了心的西方，中国人的善良不会被消失的。
2021-03-28 19:51:39,河南人真的贡献太多了
2021-03-28 19:50:30,累一天的人们载歌载舞，哈
2021-03-28 19:49:35,我妈去过
2021-03-28 19:49:19,亲戚去过，伙食不错，老板说，吃饱了才有力气干活
2021-03-28 19:48:18,生活的味道
2021-03-28 19:47:49,我也想去
2021-03-28 19:44:22,今晚上要拼手速的，手速快的挣得多
2021-03-28 19:40:29,有没有发到外网啊
2021-03-28 19:17:52,曾经我也想去
2021-03-28 19:08:40,我看到了我姨
2021-03-28 19:03:21,我爱中国人民
2021-03-28 19:02:04,这才是劳动人民，生活很辛苦，但是充满笑声
2021-03-28 18:58:44,勤劳善良的中国劳动人民
2021-03-28 18:58:04,哇唱的好
2021-03-28 18:56:26,套马的汉子
2021-03-28 18:53:42,人民万岁
2021-03-28 18:49:00,很多了
2021-03-28 18:35:29,广东人，超喜欢吃馕，不知道为啥，觉得很香
2021-03-28 18:33:52,滤镜不对，角度不对，剪辑不对
2021-03-28 18:19:07,本山老师怎么饿的这么瘦了
2021-03-28 18:17:59,火车如果吃冷的，只要十块，吃热的就贵
2021-03-28 18:16:33,我都想去
2021-03-28 18:10:48,没400，是300
2021-03-28 18:03:20,看起来真高兴啊
2021-03-28 17:59:10,去兰州上学的时候曾一起同行
2021-03-28 17:09:54,中
2021-03-28 17:07:43,让那些恶心的西方媒体看看
2021-03-28 16:56:45,馕好吃！
2021-03-28 16:55:28,不是4000一天吗？
2021-03-28 16:35:23,拾面花时间长了，那手指头酸爽，别问我怎么知道的。
2021-03-28 16:31:47,逼着去挣钱！
2021-03-28 16:05:02,搞得我也带去了
2021-03-28 15:53:10,南方人表示吃不惯馕
2021-03-28 15:51:32,我嫂子有去过，包路费
2021-03-28 15:28:13,全都是笑脸，农闲时期用劳动挣钱去
2021-03-28 15:17:21,种地的也是河南的
2021-03-28 15:06:40,老实说我也想去
2021-03-28 15:06:29,我也想去
2021-03-28 14:58:43,一天三四百，我都想去
2021-03-28 14:54:23,大家都是去挣钱的 当然开心
2021-03-28 14:52:23,我们国家真不容易啊，不争不抢还被中伤
2021-03-28 14:46:45,火车上的伙食现在也贵，东北有的火车上有便宜的
2021-03-28 14:45:37,现在都换机器了
2021-03-28 14:45:29,我们自己辛勤劳动，还要被西方强盗指责。
2021-03-28 14:41:24,我们这里是大巴
2021-03-28 14:39:56,还…还缺人吗
2021-03-28 14:39:55,做为阿克苏人的我看到这是真的饿了
2021-03-28 14:37:37,我看到饿了
2021-03-28 14:13:04,山东也有
2021-03-28 14:08:17,哎，没有收入
2021-03-28 14:05:02,军事化管理
2021-03-28 14:01:57,我也要去摘棉花
2021-03-28 13:59:01,不愧是我河南的，走到哪儿都能唱两句。
2021-03-28 13:55:37,400一天
2021-03-28 13:54:57,总是想流泪
2021-03-28 13:51:58,泪目
2021-03-28 13:49:29,哪个导演来拍个电影吧
2021-03-28 13:43:34,但是这个活是季节性的
2021-03-28 13:41:53,劳动人民最光荣
2021-03-28 13:41:05,河南以前也有种棉花的，但是黄河周边病虫害太厉害，这几年没人种了
2021-03-28 13:32:57,牛逼啊
2021-03-28 13:32:37,6
2021-03-28 13:25:39,怪怪火车上的饭我都吃不起
2021-03-28 13:22:32,辛苦了
2021-03-28 13:19:24,棉花是真的不好采
2021-03-28 13:11:31,我也想摘棉花
2021-03-28 13:08:17,发外网去
2021-03-28 13:00:25,我老家，安徽以前就有很多人去
2021-03-28 12:57:00,B B C看了无数遍就截这一图
2021-03-28 12:51:48,原来都争着去
2021-03-28 12:51:10,我妹妹也去过，四川人
2021-03-28 12:46:20,看看咋们中国劳动人民
2021-03-28 12:40:51,现在更高了。
2021-03-28 12:39:52,挺好啊
2021-03-28 12:35:27,苍蝇不叮无缝的蛋，被人说，为什么阿拉石佳不被人说
2021-03-28 12:34:02,这叫什么话?
2021-03-28 12:32:21,我妈当年也去过
2021-03-28 12:31:30,中！
2021-03-28 12:28:30,劳动人民用自己的双手创造财富
2021-03-28 12:28:05,我干妈也去过
2021-03-28 12:28:02,有点过瘾
2021-03-28 12:24:38,最朴素的劳动人民呀
2021-03-28 12:21:37,你就是李华？
2021-03-28 12:20:02,我妈也去过石河子摘棉花   为了我
2021-03-28 12:19:53,棉花西红柿专列
2021-03-28 12:18:58,帽子上面勾勾醒目
2021-03-28 12:15:28,这笑容太感染人了
2021-03-28 12:14:25,可爱的人们
2021-03-28 12:13:22,民族团结一家亲
2021-03-28 12:13:09,需要很多文化人来赞美一番不是，都搁哪闲着呢？
2021-03-28 12:10:58,勤劳的劳动人民
2021-03-28 12:10:38,第一次了解
2021-03-28 12:09:50,感觉河南在中国的处境同中国在世界的处境很像，河南加油
2021-03-28 12:08:45,好
2021-03-28 12:08:30,我们青海的去过
2021-03-28 12:06:05,我妈去过
2021-03-28 12:04:59,棉海～
2021-03-28 12:04:28,华夏广大劳动者辛勤劳动自力更生不掠夺不殖民老子自己挣钱特喵也污蔑老子
2021-03-28 12:00:05,赚钱专列
2021-03-28 11:59:52,现在城市化种植机械化了，以后还难再见到这么珍贵的录像了
2021-03-28 11:59:50,耐克帽子太嘲讽了
2021-03-28 11:52:09,BBC要加滤镜了
2021-03-28 11:47:34,李华……
2021-03-28 11:42:33,我家亲人出过
2021-03-28 11:41:50,勤劳的中国人民！最伟大！
2021-03-28 11:38:44,别带
2021-03-28 11:31:26,朴实的河南人
2021-03-28 11:29:38,我尊敬劳动人民
2021-03-28 11:28:33,劳动者关荣
2021-03-28 11:27:03,淳朴可爱的劳动人民
2021-03-28 11:24:09,丢人？
2021-03-28 11:15:18,摘棉花很累的
2021-03-28 11:10:10,2012年
2021-03-28 11:03:13,我朋友还去过，赚到了学费
2021-03-28 10:56:45,四川也有不少人去捡棉花，能挣钱
2021-03-28 10:50:12,劳动最光荣
2021-03-28 10:48:41,真好啊
2021-03-28 10:42:55,哈哈哈哈，hm太逗了，白左猪脑子的癫疯状态表现淋漓尽致。
2021-03-28 10:35:33,哈哈哈哈
2021-03-28 10:26:27,泪目
2021-03-28 10:08:33,好亲切呀
2021-03-28 09:56:43,好看 有梨涡
2021-03-28 09:56:39,那时候一个月那么多钱，真的很高的工资，而且那么多人
2021-03-28 09:54:41,大叔唱的女腔啊
2021-03-28 09:53:33,这寡妇嗓
2021-03-28 09:52:57,卧槽
2021-03-28 09:50:34,河南传统艺能
2021-03-28 09:46:20,看到这群朴实勤劳乐观的河南人，就明白了祖国支撑向上的动力，国人的根在这里，魂不灭！
2021-03-28 09:34:05,这音质
2021-03-28 09:29:44,我们伟大的中国人民用辛勤的劳动使自己强大富裕，想到这些对西方那些歪曲事实的媒体和个人更是厌恶，辛勤的中国人民是容不得他们造谣中伤的！
2021-03-28 09:27:44,勤劳朴实中国人
2021-03-28 09:24:37,你以为真就实实在在四百一天？类似于计件吧
2021-03-28 09:16:43,河南四川的劳动人民去的最多
2021-03-28 09:09:10,湖南花鼓戏
2021-03-28 09:08:43,我妈妈连续去了好几年
2021-03-28 08:44:40,宝丰站
2021-03-28 08:40:23,注意这个一天三四百，是在2012年的时候
2021-03-28 08:03:51,事实胜于雄辩
2021-03-28 07:59:20,秀
2021-03-28 07:46:45,400一天？现在其他的零工均价220
2021-03-28 06:42:12,我也想去
2021-03-28 04:36:57,劳动人民最光荣
2021-03-28 03:41:37,又贵又难吃
2021-03-28 03:22:19,还有什么事情是跳一支舞不能解决的呢？
2021-03-28 02:52:45,中
2021-03-28 02:52:39,好！
2021-03-28 02:52:29,好！
2021-03-28 02:34:41,我老妈也去过
2021-03-28 02:17:08,不是凤凰传奇唱的，是套马杆
2021-03-28 02:16:36,凤凰传奇，一个时代啊
2021-03-28 02:15:18,12年一天三四百啊，工资真的高。
2021-03-28 02:13:54,太喜欢以前的气氛了
2021-03-28 02:05:50,科普一下，唱的是“河南坠子”
2021-03-28 01:55:26,向劳动人民致敬
2021-03-28 01:49:34,我也想去采
2021-03-28 01:47:41,2012年
2021-03-28 01:37:29,中国人就是这么踏踏实实干起来的
2021-03-28 01:36:09,勤劳的中国人民
2021-03-28 01:09:56,豫剧
2021-03-28 01:00:24,西方在下一盘大棋 想搞垮我们的棉纺织业 
2021-03-28 00:50:17,大姐人真的挺好
2021-03-28 00:43:34,欧美吃翔
2021-03-28 00:37:23,加上BBC滤镜又是一篇新闻
2021-03-28 00:36:57,采棉工是非常非常累的
2021-03-28 00:36:06,广场舞啊
2021-03-28 00:34:06,想哭
2021-03-28 00:32:44,年轻人真吃不了这个苦的
2021-03-28 00:28:18,挺好听的
2021-03-28 00:27:43,卧槽
2021-03-28 00:23:34,雪海
2021-03-28 00:21:56,老南站 怀念
2021-03-28 00:21:42,声音太亲切了
2021-03-28 00:20:46,中
2021-03-28 00:19:05,朴实的劳动人民
2021-03-28 00:18:32,河南过去好远啊。
2021-03-28 00:16:30,有才
2021-03-28 00:08:58,遇到过，很辛苦，勤劳的中原人！
2021-03-28 00:03:43,我二姨去过
2021-03-28 00:01:10,66666
2021-03-27 23:55:32,我妈也去过摘棉花
2021-03-27 23:46:55,我姨去过
2021-03-27 23:42:59,真的 山东也不少去的
2021-03-27 23:42:19,棉花专列，一车都是采棉
2021-03-27 23:40:23,哈哈
2021-03-27 23:35:39,劳动人民最光荣
2021-03-27 23:33:24,春歌上宫调
2021-03-27 23:31:50,把这个发去外网吧
2021-03-27 23:30:36,河南人都会唱河南梆子哈哈
2021-03-27 23:26:39,好多女年青都留下来了
2021-03-27 23:25:34,确实累，但是挣得多，回去一年都能过的比较舒坦
2021-03-27 23:22:37,2012年，那时我还在北京，一个月到手9000+……
2021-03-27 23:19:08,劳苦大众
2021-03-27 23:16:18,这，棉花真好
2021-03-27 23:13:09,我也想去！
2021-03-27 23:13:01,洋人不懂什么叫中华传统美德
2021-03-27 23:12:30,外国人懒
2021-03-27 23:11:40,中国了不起
2021-03-27 23:08:28,商丘
2021-03-27 23:07:47,劳动最光荣
2021-03-27 23:06:45,勤劳的中国人民
2021-03-27 23:05:22,碳水爆炸
2021-03-27 23:05:16,民间小调
2021-03-27 23:05:05,回收封面
2021-03-27 23:04:15,都是为了生活
2021-03-27 23:03:06,普通火车就是热闹，哈哈
2021-03-27 23:02:12,朴实的中国人
2021-03-27 23:01:15,十几天的绿皮火车
2021-03-27 22:59:23,那时候读书坐火车遇到河南人都聊过去采棉花
2021-03-27 22:59:11,干辛苦的活 却被外国人骂
2021-03-27 22:58:32,工农阶级万岁！
2021-03-27 22:57:52,泪目了
2021-03-27 22:57:20,厉害
2021-03-27 22:56:47,冰冷的机器，代替了男人，唉...
2021-03-27 22:51:43,现在都是机器收割。这个钱挣不到了吧。
2021-03-27 22:48:24,小的时候，我婆婆也去过
2021-03-27 22:48:07,我都想去
2021-03-27 22:47:44,套马滴汉子yyds
2021-03-27 22:46:51,劳动人民最光荣
2021-03-27 22:46:51,好听
2021-03-27 22:46:32,牛羊肉美滋滋
2021-03-27 22:45:21,现在社会越来越冷漠
2021-03-27 22:43:51,哈哈，干一天活还有劲儿跳舞
2021-03-27 22:43:18,有点东西大哥
2021-03-27 22:42:23,工农万岁！！！
2021-03-27 22:40:26,看看，委屈的都笑了
2021-03-27 22:36:31,我妈我姑都去过
2021-03-27 22:35:19,摘棉花确实累，也确实赚钱，付出多少辛劳，收获多少报酬
2021-03-27 22:33:13,甘肃的也去过，感觉最苦的就是河南人
2021-03-27 22:30:12,这口音忒亲切啦
2021-03-27 22:29:26,河南人民不容易
2021-03-27 22:29:20,我舅妈去过。
2021-03-27 22:28:45,好开心啊哈哈
2021-03-27 22:27:58,确实很赚钱
2021-03-27 22:27:11,唉，机器是趋势，更高的效率
2021-03-27 22:27:08,朴实的劳动人民。
2021-03-27 22:27:01,劳工最伟大!凭自己的劳动养活自己!
2021-03-27 22:24:41,儿时的回忆
2021-03-27 22:24:40,勤劳的人民
2021-03-27 22:24:39,笑容最美
2021-03-27 22:20:52,我奶奶就去过
2021-03-27 22:18:27,我们那好像有棉花专列
2021-03-27 22:17:49,我姨也去过
2021-03-27 22:17:35,前面说干活不会开心的，人家是赚钱好吗
2021-03-27 22:17:26,背景音乐是隔壁阿富汗在轰炸吗？
2021-03-27 22:15:53,朴实的人们
2021-03-27 22:15:45,小时候，家里也摘过爸妈种的棉花。
2021-03-27 22:15:36,好亲切
2021-03-27 22:15:16,我妈去过两年 山东的
2021-03-27 22:13:25,大祭桩:婆母娘且息怒站在路口
2021-03-27 22:13:20,12年，我一个月2000，想想当初真的挺苦
2021-03-27 22:12:50,河南太苦了
2021-03-27 22:11:49,豫剧赞
2021-03-27 22:10:36,哈哈哈
2021-03-27 22:08:34,现在采棉工越来越难雇了
2021-03-27 22:08:20,工人万岁！
2021-03-27 22:07:47,一天400的话一个月一万多呢
2021-03-27 22:07:46,好，唱的好
2021-03-27 22:06:07,雇主也不容易
2021-03-27 22:05:18,日工资是我几倍啊
2021-03-27 22:04:34,你骑花鹿我骑啥？
2021-03-27 22:03:11,听见这个歌就受不了
2021-03-27 22:03:01,神特么韩寒
2021-03-27 22:02:23,我父母去过好几年
2021-03-27 22:00:48,好开心的呢
2021-03-27 21:59:56,没人说丢人吧……劳动光荣啊
2021-03-27 21:59:48,上什么班呢，摘棉花去了
2021-03-27 21:59:36,为啥要说谎欺侮咱
2021-03-27 21:58:39,泪目
2021-03-27 21:58:21,放今天，一天300也不算委屈啊
2021-03-27 21:57:27,自从机器出现
2021-03-27 21:55:21,韩寒?
2021-03-27 21:54:54,中呀
2021-03-27 21:54:47,勤劳朴实
2021-03-27 21:53:58,我16年遇到过四川过去青海采枸杞的
2021-03-27 21:52:21,中国劳动人民万岁！
2021-03-27 21:52:04,我姑以前去过
2021-03-27 21:51:34,我姐去过两个月挣了二百块回来，当时她十三岁
2021-03-27 21:50:26,时代的记忆
2021-03-27 21:49:53,中国的劳动人民是最伟大的！
2021-03-27 21:48:18,我妈就去采茶叶了，去一个月，她说在家也是闲着，出去也能玩玩
2021-03-27 21:43:01,餐车好贵
2021-03-27 21:42:29,对团结努力
2021-03-27 21:42:18,牛逼
2021-03-27 21:42:03,中
2021-03-27 21:39:10,敬佩
2021-03-27 21:38:26,外国人不看或看不到
2021-03-27 21:35:42,哈哈哈哈哈哈
2021-03-27 21:34:30,太喜欢这种氛围了
2021-03-27 21:34:03,这个是传统，吃了馕有力气！
2021-03-27 21:33:40,卧槽，我也要去
2021-03-27 21:33:19,我舅和我妈堵了我姥姥很久不让去，结果我姥姥偷偷去了
2021-03-27 21:33:03,没有这么欢乐，也没有bbc说的那么惨
2021-03-27 21:32:43,四百块钱一人大口剁肉都可以了
2021-03-27 21:32:00,劳动光荣
2021-03-27 21:31:13,我也想去
2021-03-27 21:31:04,我靠
2021-03-27 21:29:49,时代眼泪
2021-03-27 21:28:18,有的人摘花一季要挣两万多
2021-03-27 21:24:31,首页通知
2021-03-27 21:24:19,上首页
2021-03-27 21:22:59,2012年啊
2021-03-27 21:22:12,我一天最多才赚50
2021-03-27 21:20:52,请人劳作吃饱喝足是基本的！
2021-03-27 21:19:17,好听欸
2021-03-27 21:18:15,我爱中国
2021-03-27 21:18:03,那时候就跳广场舞了，好快啊
2021-03-27 21:17:55,怪好的
2021-03-27 21:17:53,机器比人碳排放多多了，这一点都不环保，how dare you?
2021-03-27 21:16:56,这个是季节性的工作
2021-03-27 21:16:41,泪目
2021-03-27 21:16:34,12年一万相当于现在8万
2021-03-27 21:16:21,解放和发展生产力
2021-03-27 21:15:49,长绒棉需要靠手工
2021-03-27 21:13:52,勤劳的河南人
2021-03-27 21:12:23,有人情味儿
2021-03-27 21:12:11,中
2021-03-27 21:12:00,哈哈哈哈哈哈哈哈哈哈
2021-03-27 21:10:52,这么多年了，广场舞音乐还没变，哈哈哈
2021-03-27 21:10:33,感动
2021-03-27 21:09:45,乡音亲切
2021-03-27 21:08:44,十三不亲
2021-03-27 21:06:34,这bgm每次听都想哭
2021-03-27 21:06:24,12年
2021-03-27 21:06:03,这在当时可是高工资，大家都想去，他们就是血口喷人
2021-03-27 21:05:48,哇 好多棉花
2021-03-27 21:02:52,说话已经有河南味了哈哈哈哈
2021-03-27 21:01:48,过了饭点的歺车不贵，而且这是绿皮不是高铁
2021-03-27 21:01:36,哇 厉害
2021-03-27 21:01:08,高品质棉花还得人工采
2021-03-27 21:00:45,那个年代哪有机械化？
2021-03-27 21:00:32,12年，憨憨
2021-03-27 21:00:21,乡音不改，不容易啊
2021-03-27 20:58:20,好！
2021-03-27 20:57:17,就像采茶人、麦客一样
2021-03-27 20:57:03,都不容易
2021-03-27 20:56:52,很累的，要弯着腰，时间长了受不了
2021-03-27 20:55:48,假期真的能赚到钱
2021-03-27 20:55:43,现在也有去的
2021-03-27 20:54:22,豫剧
2021-03-27 20:53:03,叙利亚音质
2021-03-27 20:52:15,不要破腹验粉了
2021-03-27 20:51:43,好！
2021-03-27 20:51:00,中国人最朴实最可爱
2021-03-27 20:49:28,一几年一天三百那可真多，我零八年的时候学徒一个月才三百
2021-03-27 20:47:48,勤劳的人民
2021-03-27 20:46:56,身边很多人去过
2021-03-27 20:46:16,河南台越来越牛逼了
2021-03-27 20:46:10,我有个朋友也去过
2021-03-27 20:43:27,其实不如人工
2021-03-27 20:43:23,包吃包住，活好的一个月有1万，还包路费
2021-03-27 20:43:18,这bgm犯规了啊 我一男的泪目了
2021-03-27 20:42:47,穷？其实还好
2021-03-27 20:41:35,耳机党当场去世
2021-03-27 20:41:19,辛苦了辛苦了
2021-03-27 20:40:36,达坂城
2021-03-27 20:40:31,我姥姥就去过
2021-03-27 20:40:15,12年一个月9000好得很了！
2021-03-27 20:39:21,乡音啊
2021-03-27 20:35:39,说凤凰传奇的你是认真的吗
2021-03-27 20:35:11,好
2021-03-27 20:34:45,2012年一天300很多了
2021-03-27 20:34:37,怎么会是跟旅游一样，很累的，但是报酬相对来说还不错
2021-03-27 20:34:04,一个月1万多
2021-03-27 20:33:46,泪目
2021-03-27 20:33:45,很累很辛苦的
2021-03-27 20:29:59,400一天我也去
2021-03-27 20:29:02,中国一定强！
2021-03-27 20:28:49,多少人失业了
2021-03-27 20:28:34,朴实
2021-03-27 20:28:30,车要多久呀？
2021-03-27 20:27:01,这是我们河南的
2021-03-27 20:25:16,勤劳质朴
2021-03-27 20:23:49,我姥姥天天抱着这个频道看
2021-03-27 20:23:33,美国：我们都请吃子弹的
2021-03-27 20:22:00,好听啊
2021-03-27 20:19:01,我们老家以前也有去的，挺挣钱的呢。
2021-03-27 20:17:18,好纯朴
2021-03-27 20:16:25,是按斤算的，多摘多得
2021-03-27 20:15:19,哈哈哈哈可以
2021-03-27 20:14:28,我也想去
2021-03-27 20:14:00,我也想去
2021-03-27 20:13:39,一望无际的原野随你去流浪
2021-03-27 20:12:26,这是专列，饭钱不会太贵
2021-03-27 20:12:20,这白白的棉花真好
2021-03-27 20:11:07,因为他们的祖宗就是这样做的。
2021-03-27 20:10:57,父老乡亲
2021-03-27 20:09:58,真好。
2021-03-27 20:09:48,好听嘞
2021-03-27 20:09:10,这熟悉的河南话
2021-03-27 20:07:11,凤凰传奇
2021-03-27 20:07:11,采棉工表演，这剧本我好想在哪看过（手动狗头
2021-03-27 20:05:47,亲切的家乡话
2021-03-27 20:05:32,还是绿皮车呢
2021-03-27 20:04:21,采棉专列
2021-03-27 20:03:54,荒谬
2021-03-27 20:03:29,历史老师说那个时候摘棉花可赚钱了
2021-03-27 20:01:56,万众一心不能让外人欺负我们！！！！
2021-03-27 19:59:23,苦得很
2021-03-27 19:58:54,现在还要人嘛400一天太羡慕了
2021-03-27 19:58:50,两三百其实也不少了一天
2021-03-27 19:58:22,实话说我以前暑假勤工俭学可想去摘棉花了，哈哈哈
2021-03-27 19:55:38,春歌上宫调
2021-03-27 19:55:27,发馕
2021-03-27 19:54:10,相比洁白纯洁的棉花，美国佬、英国佬和法国佬的心简直黑似
2021-03-27 19:53:47,勤劳的人民，可爱的国家
2021-03-27 19:53:35,朴实
2021-03-27 19:53:26,工资高
2021-03-27 19:53:24,唱不错啊
2021-03-27 19:52:40,我们村也有去过的啊
2021-03-27 19:52:23,勤劳的人民最美，对比之下美国佬简直丧心病狂
2021-03-27 19:51:01,纯朴
2021-03-27 19:50:43,辛苦啦！
2021-03-27 19:50:28,感动
2021-03-27 19:50:21,棉花专列
2021-03-27 19:49:14,泪目
2021-03-27 19:48:51,这就是我们勤劳的中华民族哇，西边的那帮孙子除了酸，还有啥！呸！混蛋玩意儿！
2021-03-27 19:48:17,错过了，400一天很高啊
2021-03-27 19:46:14,那个时候确实挣钱。
2021-03-27 19:45:58,干什么活不累呢？估计只有污蔑的活不累
2021-03-27 19:45:48,这个比较贵的
2021-03-27 19:45:36,高级棉花靠手采
2021-03-27 19:44:24,前几年挣钱可以买房可以结婚，现在挣钱买不起房养不了老，所以为啥还那么拼。
2021-03-27 19:42:05,哈哈哈哈哈哈
2021-03-27 19:41:05,这词儿应景
2021-03-27 19:40:58,采摘棉花是针对机器採不干净的那些部分吧？挺辛苦感觉棉花价格是应该涨涨了。
2021-03-27 19:39:38,待遇不错
2021-03-27 19:39:34,哈哈哈
2021-03-27 19:36:35,见过我堂妹去
2021-03-27 19:36:08,全机械化的大哥这是2012年，现在是2021年懂了吗？
2021-03-27 19:34:30,广场舞！
2021-03-27 19:34:05,要坐几天绿皮车火车
2021-03-27 19:34:01,这段我记得是唱蹲大牢的啊
2021-03-27 19:33:41,真实
2021-03-27 19:33:09,在我儿时记忆里，我们村很多都去过
2021-03-27 19:32:57,羊人们自己看看！
2021-03-27 19:31:00,我是做装修的每天辛辛苦苦也就270  我看他们采棉花也不怎么辛苦啊 工资还挺好
2021-03-27 19:30:28,我姨之前去了好几年
2021-03-27 19:30:21,看来是美滋滋
2021-03-27 19:29:58,勤劳的中国人
2021-03-27 19:28:00,赚钱去！
2021-03-27 19:26:46,就整体而言，还是河南太穷了！
2021-03-27 19:21:00,机器干活了
2021-03-27 19:20:48,好
2021-03-27 19:20:43,可以
2021-03-27 19:19:40,干的辛苦活，不给肉吃扛不住
2021-03-27 19:18:43,12年两三百啊
2021-03-27 19:18:25,啃吧
2021-03-27 19:15:45,好活，当赏
2021-03-27 19:14:42,那些年一万也多了
2021-03-27 19:14:16,我湖北的，小时候周末也去捡（摘）棉花，5元一天
2021-03-27 19:14:10,哈哈哈比我挣钱多
2021-03-27 19:13:04,很累的，生手效率不行
2021-03-27 19:12:54,有个电视剧就是讲河南人去摘棉花，很苦也很甜
2021-03-27 19:12:17,父老乡亲
2021-03-27 19:11:53,不怕吃苦
2021-03-27 19:11:45,河南人忠厚坚韧
2021-03-27 19:11:41,勤劳勇敢的中国人
2021-03-27 19:09:37,感动
2021-03-27 19:09:36,村里会组织，前几年还有人一块去
2021-03-27 19:07:36,都好高兴啊，一看待遇就不错
2021-03-27 19:07:35,前面6亿的，那个把非劳动人口也算进去的
2021-03-27 19:07:09,DNA动了
2021-03-27 19:05:23,真好
2021-03-27 19:05:05,朴实
2021-03-27 19:02:13,劳动人民万岁
2021-03-27 19:01:54,河南人民勤劳的小蜜蜂
2021-03-27 18:58:23,怎么这么挤
2021-03-27 18:58:13,这啥火车
2021-03-27 18:58:01,专业
2021-03-27 18:57:54,棉花田
2021-03-27 18:57:44,。。。。
2021-03-27 18:55:40,那时候好友勤工俭学，，我们学校也去捡棉花
2021-03-27 18:52:56,每年豫甘 青几个省都是采棉大军主力
2021-03-27 18:51:03,问为什么不是全机械化的那位，这是12年呀。
2021-03-27 18:50:18,穷得朴实
2021-03-27 18:49:31,为什么发展快
2021-03-27 18:47:39,致敬每一个平凡的劳动者，这才是国家的主人
2021-03-27 18:45:21,时间流逝每个时代有每个时代的记忆，我们国家发展速度太快了！
2021-03-27 18:45:15,在BBC眼里劳动都是罪了吗？
2021-03-27 18:44:37,中国人就是勤劳
2021-03-27 18:42:37,这音乐我DNA动了
2021-03-27 18:41:51,节俭的都不会在车上买饭的
2021-03-27 18:40:59,居然哼上了
2021-03-27 18:40:00,还是站票，最少十几个小时
2021-03-27 18:38:12,老哥有点东西
2021-03-27 18:38:11,广场舞搞起来
2021-03-27 18:36:21,原来真的有李华
2021-03-27 18:36:16,牛皮
2021-03-27 18:36:07,祖国真美啊！
